chr1	713336	714675
chr1	752265	754055
chr1	761957	762998
chr1	893912	894605
chr1	901284	903114
chr1	935092	937562
chr1	938580	939072
chr1	947943	949305
chr1	955033	958305
chr1	959183	961606
chr1	975604	976007
chr1	999448	1000047
chr1	1009115	1009562
chr1	1014733	1015845
chr1	1050370	1051474
chr1	1079498	1080457
chr1	1092952	1094037
chr1	1097772	1101819
chr1	1152965	1153459
chr1	1165697	1168193
chr1	1186127	1186826
chr1	1193697	1194962
chr1	1198568	1201664
chr1	1206135	1210265
chr1	1217300	1218023
chr1	1238282	1246509
chr1	1252939	1254301
chr1	1259105	1261572
chr1	1279218	1285326
chr1	1295843	1296124
chr1	1308704	1311773
chr1	1333375	1335891
chr1	1337662	1338201
chr1	1341247	1343972
chr1	1353472	1354476
chr1	1356439	1358591
chr1	1368859	1371543
chr1	1397515	1397935
chr1	1405739	1409349
chr1	1440404	1441592
chr1	1446049	1448560
chr1	1508833	1511516
chr1	1549848	1552308
chr1	1562465	1564937
chr1	1590269	1591502
chr1	1617263	1618404
chr1	1623761	1624789
chr1	1655204	1656480
chr1	1677469	1677873
chr1	1689799	1690804
chr1	1707672	1710856
chr1	1714310	1714561
chr1	1716152	1716604
chr1	1757903	1758807
chr1	1763738	1768010
chr1	1770853	1771161
chr1	1772086	1773352
chr1	1784727	1785353
chr1	1788611	1791331
chr1	1794604	1795441
chr1	1818620	1824445
chr1	1837854	1841249
chr1	1850573	1851375
chr1	1976152	1976749
chr1	1981148	1982678
chr1	2063692	2067993
chr1	2071699	2072126
chr1	2120661	2121745
chr1	2125310	2127028
chr1	2130857	2131390
chr1	2138940	2139245
chr1	2143645	2145187
chr1	2157946	2159140
chr1	2160304	2164131
chr1	2165304	2166553
chr1	2171000	2171596
chr1	2182233	2182540
chr1	2186310	2188451
chr1	2189559	2190499
chr1	2266138	2266490
chr1	2322099	2324624
chr1	2343209	2345951
chr1	2358860	2363426
chr1	2381210	2384964
chr1	2387473	2387794
chr1	2412594	2413953
chr1	2425472	2426361
chr1	2453748	2454368
chr1	2456628	2458837
chr1	2462385	2462624
chr1	2464223	2467656
chr1	2477950	2480549
chr1	2487356	2488443
chr1	2516932	2518117
chr1	2573858	2574687
chr1	3370502	3370916
chr1	3376593	3377847
chr1	3381543	3382514
chr1	3383663	3385540
chr1	3387626	3390518
chr1	3398685	3399600
chr1	3420561	3421322
chr1	3540599	3542299
chr1	3565968	3566533
chr1	3606768	3607470
chr1	3615525	3616683
chr1	3619467	3620855
chr1	3628181	3629309
chr1	3632947	3634554
chr1	3709492	3713959
chr1	3736390	3736667
chr1	3772356	3774598
chr1	3815844	3817802
chr1	4710240	4711490
chr1	4712711	4713073
chr1	4715416	4716462
chr1	4727696	4730458
chr1	4762125	4764121
chr1	4815592	4816475
chr1	4897218	4898841
chr1	5429738	5430864
chr1	5484423	5486017
chr1	5711816	5713230
chr1	5720029	5720852
chr1	5780401	5781988
chr1	5961453	5961952
chr1	5999510	5999870
chr1	6052026	6053653
chr1	6085514	6086291
chr1	6216639	6218709
chr1	6257559	6260417
chr1	6264929	6266519
chr1	6279279	6281859
chr1	6294754	6296497
chr1	6318466	6319660
chr1	6320613	6320901
chr1	6332960	6333946
chr1	6336387	6337264
chr1	6354871	6355187
chr1	6360074	6363669
chr1	6384583	6386348
chr1	6389952	6391057
chr1	6403991	6404457
chr1	6408446	6409008
chr1	6409936	6410652
chr1	6411661	6412545
chr1	6417816	6422368
chr1	6423370	6424101
chr1	6424978	6425656
chr1	6427092	6430250
chr1	6432394	6432612
chr1	6434132	6434577
chr1	6444643	6447887
chr1	6452087	6454683
chr1	6472873	6477078
chr1	6478269	6480427
chr1	6531237	6532968
chr1	6544996	6553597
chr1	6555134	6557936
chr1	6580330	6580803
chr1	6581838	6582188
chr1	6604660	6606682
chr1	6613075	6614980
chr1	6639428	6642157
chr1	6647887	6649054
chr1	6657064	6664692
chr1	6669260	6674201
chr1	6675335	6675813
chr1	6684832	6686347
chr1	6760518	6762292
chr1	6784079	6785080
chr1	6803193	6804007
chr1	6812679	6814315
chr1	6822441	6822702
chr1	6843862	6846651
chr1	6855342	6856430
chr1	6860666	6862975
chr1	6884040	6885205
chr1	6913884	6915008
chr1	6919840	6920946
chr1	6927562	6930250
chr1	7086109	7086716
chr1	7169387	7171464
chr1	7175754	7176192
chr1	7177261	7178674
chr1	7325117	7326790
chr1	7345238	7345500
chr1	7359059	7359875
chr1	7394256	7395825
chr1	7439613	7440056
chr1	7461334	7462942
chr1	7530711	7531849
chr1	7609047	7611277
chr1	7615532	7616363
chr1	7630494	7630860
chr1	7632278	7633377
chr1	7805560	7806675
chr1	7830793	7832485
chr1	7842139	7844937
chr1	8013819	8014759
chr1	8020701	8023175
chr1	8042425	8043076
chr1	8048189	8049343
chr1	8062573	8068665
chr1	8069722	8072221
chr1	8073284	8088955
chr1	8100544	8101417
chr1	8105700	8108869
chr1	8116161	8116910
chr1	8121660	8122014
chr1	8130161	8131414
chr1	8135166	8139337
chr1	8143840	8144347
chr1	8149161	8152315
chr1	8154210	8159321
chr1	8193211	8194848
chr1	8201591	8201809
chr1	8215930	8216150
chr1	8229253	8230481
chr1	8234556	8235096
chr1	8241354	8243541
chr1	8254598	8255270
chr1	8257505	8258411
chr1	8262091	8262993
chr1	8264339	8265132
chr1	8271472	8273023
chr1	8283439	8285920
chr1	8299288	8299552
chr1	8318706	8320026
chr1	8433476	8434189
chr1	8441445	8442497
chr1	8455621	8458590
chr1	8469262	8469695
chr1	8471500	8472997
chr1	8481885	8485385
chr1	8508981	8509450
chr1	8515750	8517244
chr1	8543018	8543638
chr1	8580341	8581193
chr1	8583444	8588131
chr1	8599733	8602679
chr1	8604684	8604990
chr1	8614850	8616006
chr1	8720226	8724341
chr1	8734903	8735462
chr1	8761145	8763834
chr1	8772196	8773622
chr1	8799367	8801539
chr1	8848936	8849981
chr1	8856302	8858127
chr1	8875151	8878944
chr1	8882628	8882965
chr1	8929965	8940899
chr1	8949360	8951059
chr1	8957098	8958317
chr1	8959192	8960956
chr1	8962448	8964379
chr1	8965751	8966163
chr1	9001317	9002734
chr1	9045742	9046925
chr1	9129004	9129487
chr1	9138467	9139193
chr1	9140631	9141513
chr1	9144872	9146156
chr1	9169726	9176166
chr1	9183972	9190096
chr1	9222328	9224863
chr1	9240891	9243851
chr1	9256271	9256910
chr1	9260072	9262241
chr1	9287988	9289565
chr1	9290963	9292558
chr1	9293509	9295756
chr1	9340642	9341091
chr1	9349511	9350792
chr1	9353046	9355859
chr1	9359862	9361299
chr1	9362258	9363780
chr1	9375134	9378519
chr1	9380908	9382001
chr1	9399086	9401046
chr1	9472868	9474098
chr1	9488509	9489844
chr1	9494292	9496330
chr1	9497713	9499519
chr1	9501378	9501932
chr1	9503904	9506769
chr1	9509548	9510284
chr1	9532791	9533840
chr1	9535191	9535790
chr1	9537173	9537624
chr1	9598906	9600690
chr1	9602521	9602739
chr1	9615291	9616041
chr1	9621222	9622277
chr1	9648958	9650082
chr1	9652961	9654017
chr1	9731244	9732128
chr1	9746063	9750856
chr1	9758718	9762542
chr1	9778984	9779944
chr1	9781239	9781681
chr1	9813054	9814080
chr1	9815457	9816414
chr1	9817765	9820051
chr1	9825011	9828351
chr1	9833500	9837113
chr1	9842700	9843318
chr1	9844368	9847120
chr1	9858337	9858734
chr1	9863179	9865678
chr1	9867783	9870063
chr1	9871403	9872436
chr1	9875148	9876162
chr1	9879344	9888696
chr1	9890977	9891516
chr1	9893811	9898072
chr1	9899661	9900969
chr1	9902506	9904354
chr1	9912202	9912946
chr1	9929490	9930779
chr1	9932555	9933399
chr1	9941668	9943143
chr1	9949663	9954954
chr1	9958300	9961593
chr1	9967320	9971590
chr1	10002477	10004155
chr1	10010729	10010947
chr1	10092176	10095014
chr1	10106797	10107273
chr1	10115353	10119389
chr1	10121492	10121944
chr1	10123142	10130173
chr1	10131695	10135610
chr1	10142168	10144145
chr1	10166545	10168493
chr1	10269685	10272598
chr1	10311475	10314538
chr1	10438085	10439291
chr1	10447265	10448745
chr1	10458596	10460156
chr1	10463153	10463833
chr1	10475141	10476355
chr1	10490245	10491621
chr1	10504136	10505432
chr1	10516291	10520016
chr1	10530197	10533033
chr1	10534650	10536232
chr1	10539116	10540011
chr1	10554645	10557776
chr1	10569921	10572295
chr1	10574484	10577542
chr1	10588015	10590103
chr1	10621356	10622192
chr1	10635484	10635796
chr1	10658343	10660493
chr1	10694291	10698074
chr1	10703731	10705007
chr1	10753020	10754445
chr1	10791046	10791594
chr1	10803987	10805253
chr1	10806255	10806473
chr1	10825230	10826347
chr1	10834933	10835768
chr1	10838150	10840515
chr1	10863064	10865093
chr1	10878659	10879073
chr1	10882762	10886285
chr1	10890880	10891714
chr1	10950646	10951788
chr1	10957829	10962168
chr1	10980086	10980454
chr1	11035588	11036503
chr1	11071787	11075042
chr1	11086461	11086679
chr1	11118821	11121366
chr1	11140210	11141213
chr1	11158200	11160531
chr1	11204493	11204717
chr1	11207407	11208024
chr1	11216581	11219563
chr1	11297095	11297317
chr1	11321683	11323184
chr1	11333210	11334276
chr1	11376140	11378338
chr1	11538949	11539167
chr1	11712740	11715698
chr1	11724493	11724711
chr1	11740499	11741182
chr1	11791518	11792870
chr1	11795405	11798161
chr1	11850035	11851499
chr1	11862333	11867698
chr1	11967439	11970340
chr1	11978813	11979543
chr1	11984697	11985030
chr1	11986006	11988376
chr1	11989855	11990259
chr1	11994091	11995395
chr1	12039427	12044362
chr1	12061540	12062483
chr1	12073671	12075766
chr1	12079006	12080540
chr1	12111773	12112690
chr1	12290087	12293023
chr1	12429462	12429724
chr1	12442746	12447107
chr1	12494186	12494668
chr1	12496703	12498772
chr1	12514707	12515320
chr1	12537899	12538983
chr1	12540458	12541567
chr1	12548297	12549362
chr1	12609530	12610719
chr1	12675387	12679912
chr1	12870596	12871639
chr1	12911185	12912318
chr1	13910157	13917017
chr1	13919732	13921039
chr1	13926006	13927838
chr1	13930508	13932805
chr1	13944520	13947039
chr1	13988263	13992132
chr1	14010587	14011782
chr1	14026071	14030035
chr1	14032688	14033037
chr1	14034631	14035636
chr1	14057000	14057813
chr1	14074967	14079695
chr1	14082893	14087097
chr1	14090295	14091050
chr1	14093323	14094263
chr1	14107790	14110057
chr1	14111188	14111939
chr1	14124961	14125842
chr1	14126842	14128745
chr1	14146446	14147275
chr1	14381883	14382630
chr1	14462712	14465961
chr1	14516591	14517404
chr1	14698469	14699383
chr1	14730798	14731133
chr1	14767083	14768604
chr1	14812502	14813818
chr1	14842854	14850342
chr1	14852516	14853333
chr1	14869851	14870533
chr1	15058453	15060876
chr1	15065028	15065246
chr1	15068030	15070087
chr1	15082130	15083986
chr1	15092624	15093063
chr1	15202897	15204156
chr1	15232857	15238386
chr1	15239586	15240671
chr1	15250664	15252061
chr1	15266063	15267196
chr1	15270961	15274467
chr1	15280488	15281055
chr1	15294906	15296115
chr1	15297014	15297232
chr1	15345672	15348183
chr1	15390421	15391486
chr1	15478558	15481285
chr1	15484275	15485966
chr1	15491688	15492958
chr1	15493904	15496864
chr1	15498216	15503179
chr1	15504569	15506914
chr1	15523542	15523760
chr1	15526500	15528236
chr1	15532891	15533560
chr1	15572693	15573440
chr1	15609363	15611219
chr1	15622085	15623927
chr1	15668116	15669134
chr1	15671958	15673236
chr1	15678179	15683883
chr1	15726804	15727832
chr1	15733660	15734159
chr1	15735429	15738548
chr1	15741873	15746888
chr1	15750683	15751460
chr1	15752804	15753149
chr1	15756039	15756869
chr1	15757999	15760029
chr1	15850299	15854411
chr1	15885765	15886719
chr1	15929464	15930500
chr1	15943003	15947326
chr1	16000823	16001654
chr1	16004070	16012817
chr1	16029232	16030780
chr1	16085316	16088027
chr1	16090324	16093760
chr1	16107235	16107610
chr1	16111165	16111564
chr1	16112643	16115791
chr1	16118861	16127889
chr1	16152335	16152579
chr1	16156684	16163147
chr1	16173058	16180479
chr1	16193282	16194477
chr1	16196657	16197785
chr1	16209251	16213783
chr1	16219524	16220831
chr1	16223327	16225725
chr1	16227056	16230217
chr1	16242145	16243705
chr1	16245015	16251916
chr1	16274380	16282979
chr1	16292329	16293242
chr1	16300948	16303035
chr1	16334585	16335481
chr1	16401955	16403970
chr1	16408520	16408877
chr1	16448473	16449180
chr1	16465107	16475664
chr1	16476923	16486856
chr1	16490276	16492094
chr1	16493843	16494553
chr1	16498057	16503261
chr1	16505305	16505793
chr1	16507779	16511851
chr1	16513308	16516050
chr1	16532653	16534773
chr1	16538697	16538962
chr1	16543084	16544370
chr1	16562900	16564318
chr1	16574719	16575964
chr1	16620151	16621575
chr1	16625809	16627836
chr1	16646799	16649467
chr1	16650851	16651473
chr1	16661338	16661619
chr1	16674597	16679859
chr1	16693038	16696260
chr1	16697663	16698482
chr1	16712553	16714157
chr1	16718227	16718625
chr1	16722619	16723868
chr1	16766715	16768869
chr1	16825488	16826295
chr1	16839704	16841489
chr1	16938944	16940506
chr1	16949468	16951183
chr1	16969551	16971763
chr1	17215377	17216122
chr1	17221710	17223597
chr1	17229866	17232452
chr1	17240037	17241777
chr1	17251605	17252748
chr1	17255445	17256773
chr1	17274508	17276328
chr1	17305446	17308873
chr1	17310846	17311880
chr1	17330120	17331087
chr1	17337075	17338281
chr1	17371154	17372634
chr1	17379121	17380807
chr1	17420932	17421309
chr1	17453711	17456119
chr1	17494732	17495175
chr1	17512516	17513850
chr1	17515308	17520350
chr1	17530628	17531807
chr1	17534133	17535442
chr1	17541241	17542133
chr1	17558844	17561992
chr1	17576986	17578698
chr1	17585202	17585734
chr1	17591346	17592441
chr1	17602973	17603542
chr1	17613601	17614447
chr1	17615743	17616801
chr1	17618403	17619759
chr1	17624145	17625013
chr1	17636284	17636555
chr1	17674189	17675507
chr1	17692079	17692466
chr1	17695378	17697377
chr1	17763112	17771050
chr1	17786354	17787694
chr1	17814116	17815671
chr1	17817784	17819205
chr1	17820473	17820691
chr1	17880687	17881345
chr1	17886525	17886743
chr1	17908029	17909632
chr1	17943101	17943667
chr1	18192453	18193076
chr1	18200911	18202416
chr1	18994366	18995976
chr1	19208457	19209255
chr1	19212434	19213381
chr1	19225566	19231318
chr1	19232366	19233541
chr1	19239054	19239687
chr1	19240772	19241110
chr1	19248082	19257162
chr1	19258477	19259937
chr1	19261773	19284630
chr1	19288542	19289301
chr1	19296920	19297739
chr1	19324462	19325896
chr1	19336084	19338622
chr1	19354691	19356816
chr1	19359704	19361703
chr1	19400137	19403973
chr1	19404968	19408615
chr1	19409947	19410324
chr1	19529688	19531252
chr1	19534464	19538299
chr1	19577091	19579918
chr1	19637696	19641020
chr1	19686976	19689368
chr1	19691802	19694830
chr1	19695879	19697038
chr1	19717245	19718391
chr1	19721611	19722970
chr1	19751022	19751810
chr1	19756364	19757136
chr1	19763206	19768084
chr1	19774588	19775494
chr1	19776961	19778189
chr1	19791712	19792229
chr1	19794528	19796434
chr1	19810513	19813570
chr1	19922506	19924634
chr1	19936644	19937236
